2020-03-16 15:50:06,388 [INFO   ] [APP] exchange started with arguments={run.py}
2020-03-18 12:20:08,833 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/day1.csv","MatchEventsFile":"match_events.csv","Speed":9.0,"TickInterval":0.25},"Execution":{"ListenAddress":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Information":{"AllowBroadcast":false,"Host":"239.255.1.1","Interface":"0.0.0.0","Port":12346},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":20,"PositionLimit":100},"Traders":{"SoloQ":"superbusysorry","ExampleOne":"qwerty","ExampleTwo":"12345","alexs_trader":"crocrox"}}
2020-03-18 12:20:08,833 [INFO   ] [CONTROLLER] starting the match
2020-03-18 12:20:09,226 [INFO   ] [EXECUTION] fd=608 accepted a new connection: peer=127.0.0.1:51259
2020-03-18 12:20:09,226 [INFO   ] [EXECUTION] fd=624 accepted a new connection: peer=127.0.0.1:51260
2020-03-18 12:20:09,226 [INFO   ] [CONTROLLER] 'ExampleOne' is ready!
2020-03-18 12:20:09,226 [INFO   ] [EXECUTION] fd=608 login successful: name='ExampleOne'
2020-03-18 12:20:09,226 [INFO   ] [CONTROLLER] 'ExampleTwo' is ready!
2020-03-18 12:20:09,226 [INFO   ] [EXECUTION] fd=624 login successful: name='ExampleTwo'
2020-03-18 12:20:09,226 [INFO   ] [EXECUTION] fd=764 accepted a new connection: peer=127.0.0.1:51261
2020-03-18 12:20:09,227 [INFO   ] [CONTROLLER] 'alexs_trader' is ready!
2020-03-18 12:20:09,227 [INFO   ] [EXECUTION] fd=764 login successful: name='alexs_trader'
2020-03-18 12:20:28,837 [INFO   ] [CONTROLLER] market open
2020-03-18 12:20:30,080 [INFO   ] [APP] closing event loop
